,SOC 2018 CODE,SOC 2018 CODE_with_x,SOC 2018 CODE_with_xx,OCCUPATION,OCC_CODE,TOT_EMP,H_MEAN,A_MEAN,O_GROUP,I_GROUP,"Percent of workers, reaching at or below the shoulder is required","Percent of workers, choice of sitting or standing is allowed","Percent of workers, reaching at or below the shoulder is required, both hands","Percent of workers, fine manipulation is required, both hands","Percent of workers, reaching overhead is required, one hand","Percent of workers, reaching overhead is required, both hands","Hours of standing, mean",PCT_STAND,"Hours of sitting, mean",PCT_SIT,STANDING_BOOLEAN,SITTING_BOOLEAN,"Percent of workers, choice of sitting or standing is not allowed","Percent of workers, with the ability to pause work","Percent of workers, fine manipulation is required, one hand","Percent of workers, exposed to very loud noise","Percent of workers, hearing over the telephone is required","Percent of workers, exposed to outdoors","Percent of workers, low postures are required","Percent of workers, exposed to wetness","Percent of workers, reaching overhead is required","Percent of workers, stooping is required","Percent of workers, foot or leg controls is required","Percent of day where standing is required, mean","Percent of day where sitting is required, mean","Percent of workers, problem solving is required once per day","Percent of workers, problem solving is required less often than monthly, including never","Percent of workers, crawling is required","Percent of workers, kneeling is required","Percent of workers, crouching is required","Percent of workers, keyboarding is required","Percent of workers, driving is required","Percent of workers, with telework available","Percent of workers, minimum education level is a bachelor's degree","Percent of workers, gross manipulation is required","Percent of workers, fine manipulation is required","Percent of workers, working around crowds is required","Percent of workers, exposed to extreme cold","Percent of workers, exposed to extreme heat","Percent of workers, speaking is required","Percent of workers, exposed to heights","Percent of workers, in proximity to moving mechanical parts","Percent of workers, climbing ladders, ropes, or scaffolds is required","Percent of workers, exposed to hazardous contaminants","Percent of workers, exposed to loud noise","Percent of workers, without the ability to pause work","Percent of workers, lifting or carrying > 25 lbs is required, constantly","Percent of workers, problem solving is required not every week, but at least once per month","Percent of workers, problem solving is required not every day, but at least once per week",dots,OCC_SHORT,INJURY_RATE,nonwhite_pct,white_pct,black_pct,hisp_pct,asian_pct,noncitizen_pct,n
99,259044,25904X,2590XX,"Teaching assistants, postsecondary",259044,145960,*,47030,detailed,cross-industry,73.5,75.2,39.3,32.2,<35,,3.11,38.875,2.68,33.5,1,1,24.8,87.2,67.8,<0.5,92.1,12.3,23.2,16.8,44.3,<0.5,17.8,51,49,<15,38.5,<0.5,<0.5,<0.5,>90,,10.4,68.2,>99.5,>99.5,<0.5,<0.5,<5,>99.5,<5,<10,<5,12.8,<0.5,12.8,,20.7,14.7,3,Teaching Assistants,17.6,28.5101229,71.4898771,12.9322791,18.0305228,6.1140986,6.619613237,193
24,372011,37201X,3720XX,"Janitors and cleaners, except maids and housekeeping cleaners",372011,2172500,17.43,36250,detailed,cross-industry,98.4,6.4,90.3,68.9,19.1,72.9,6.5,81.25,0.38,4.75,81.25,1,93.6,77.5,29.9,<0.5,42.7,77,98.5,83.6,92,29.6,30.8,94.5,5.5,<0.5,99.3,2.5,12.9,17.1,5.8,17.6,<0.5,<0.5,>99.5,98.9,4.1,0.9,<0.5,64.4,20.2,6.8,38.5,12.6,2.2,22.5,<0.5,<0.5,<0.5,44,Janitors,191.6,42.9682221,57.0317779,17.0976542,29.9816220,2.9292750,15.40887092,10
2,519198,51919X,5191XX,Helpers--production workers,519198,181810,18.35,38160,detailed,cross-industry,98.2,0.9,98.2,53.1,,,7.27,90.875,0.88,11,90.875,1,99.1,,,<10,4.9,12.1,83.3,23,,15,,89,11,<0.5,>99.5,0.9,8.4,10.3,15.5,,<0.5,<0.5,>99.5,98.8,<0.5,7.5,11.3,81.3,,38.1,12.9,12.5,12.8,,<0.5,<0.5,<0.5,4,Production Helpers,82.8,29.6394436,70.3605564,12.4600510,32.3152231,5.7132166,16.11513411,159
97,333012,33301X,3330XX,Correctional officers and jailers,333012,351420,28.27,58810,detailed,cross-industry,97.8,1.8,96.8,70.6,3.1,78.6,6.79,84.875,2.36,29.5,84.875,1,98.2,4.9,29.4,<0.5,92.2,84.1,97.2,44.3,81.6,46.3,56.4,74.7,25.3,4.1,60.9,21.3,33.9,39.1,85.1,46.4,<0.5,<0.5,>99.5,>99.5,34.1,1,3.9,>99.5,10.1,2.9,28.6,12.3,31.1,95.1,,8.6,16.6,8,Corrections Officers,688.1,21.5773914,78.4226086,23.5790896,15.7513014,1.3145299,1.934296794,95
3,254013,25401X,2540XX,Museum technicians and conservators,254013,12670,26.39,54890,detailed,cross-industry,99.1,65.9,>70,72,<30,>50,3.82,47.75,3.34,41.75,1,1,34.1,>80,28,<0.5,72.2,13.7,82.1,21.4,79.4,6.1,15,52.9,47.1,5.4,22.1,<5,3.1,3.6,94.2,15,<30,40.2,>99.5,>99.5,<15,<0.5,<10,>99.5,26.6,10.7,54.7,11.8,<5,<20,<0.5,21.1,26.9,1,Museum Technicians,102.4,13.5410552,86.4589448,4.4669491,7.9395616,3.2445636,3.635813411,414
57,371011,37101X,3710XX,First-line supervisors of housekeeping and janitorial workers,371011,171120,24.03,49980,detailed,cross-industry,85.3,42.5,77.7,52.9,14,49,5.45,68.125,2.37,29.625,68.125,1,57.5,93,47.1,<0.5,94.9,44.8,80.9,55.1,63,14.6,44.3,70.2,29.8,12.6,40.1,7.1,8,12.4,82.7,42.5,<0.5,5,>99.5,>99.5,1,<5,0.8,>99.5,10.5,6.3,22.3,11.7,<5,7,<0.5,12.4,21,4,Housekeeping Supervisors,347.5,28.0666236,71.9333764,13.8800928,26.4341077,2.1431768,11.09642246,169
68,533032,53303X,5330XX,Heavy and tractor-trailer truck drivers,533032,2044400,26.92,55990,detailed,cross-industry,85.8,2.4,77,<50,10.1,44.9,2.09,26.125,6.87,85.875,1,85.875,97.6,45.7,55.6,<0.5,87.8,91.9,77.2,14.2,55,19.5,>99.5,23.4,76.6,2.5,92.8,4.2,8.6,13.1,12.9,>99.5,<0.5,<0.5,>99.5,>99.5,<5,1.4,0.8,89.7,22.4,7.2,36.9,11.7,9.9,54.3,<0.5,4.4,<0.5,41,Truck Drivers,259.7,28.7510063,71.2489937,16.5163042,20.9147077,2.5653892,8.16960067,11
79,119161,11916X,1191XX,Emergency management directors,119161,11910,45.05,93690,detailed,cross-industry,41.7,76.2,39.8,44,<0.5,<15,2.07,25.875,5.75,71.875,1,71.875,23.8,82,56,<0.5,>99.5,44.7,11.1,8.4,8,5.3,57.8,26.5,73.5,,,<0.5,1.9,3,>99.5,60.7,24,81.5,>99.5,>99.5,9.6,<0.5,<10,>99.5,6.8,6.9,5.7,11.2,<0.5,18,<0.5,,,1,Emergency Directors,123.4,18.6451369,81.3548631,10.3720594,11.8291530,2.0855347,1.067793782,420
63,517042,51704X,5170XX,"Woodworking machine setters, operators, and tenders, except sawing",517042,61250,19.4,40360,detailed,cross-industry,>90,1.4,96.9,,,,8.49,106.125,,,106.125,,98.6,,32.7,<0.5,<20,23.5,71.8,<35,,15,35,96.9,,<0.5,92.4,<0.5,<0.5,<0.5,,8.3,<0.5,<0.5,>99.5,>75,<0.5,<0.5,<0.5,53.2,<5,73.3,<5,11.2,25.2,,<0.5,7.6,<0.5,2,Woodworking Operators,131,15.9382767,84.0617233,10.2217459,18.7700931,2.0814442,9.79721375,309
94,291126,29112X,2911XX,Respiratory therapists,291126,129750,38.62,80340,detailed,cross-industry,97.8,45.7,96.4,86.8,,,6.15,76.875,2.97,37.125,76.875,1,54.3,37.5,13.2,<0.5,86.3,<0.5,,,,,26.9,67.1,32.9,17.1,31.5,,,,>85,<10,<10,6.9,>99.5,>99.5,<0.5,<0.5,<0.5,>99.5,<0.5,<20,<0.5,11.2,<0.5,62.5,,1.8,23,3,Respiratory Therapists,396.1,15.7241436,84.2758564,12.5627558,11.1899156,6.9156373,2.553700149,207
72,511011,51101X,5110XX,First-line supervisors of production and operating workers,511011,671160,34.48,71730,detailed,cross-industry,70.3,58,64.2,52.1,2.4,23.8,6.02,75.25,2.6,32.5,75.25,1,42,83.6,46.7,<0.5,92,15.2,49.8,15.9,26.2,15.8,21.6,69.8,30.2,23.9,10.9,2.2,5.9,7.7,94,17.6,3,15.2,>99.5,98.8,<0.5,8.3,7.9,>99.5,7.9,36.9,8.9,10.9,20.7,16.4,<0.5,6.3,31.2,14,Production Supervisors,84.8,22.3666826,77.6333174,11.5683800,17.1655202,3.8704100,5.994013973,51
60,119171,11917X,1191XX,Funeral home managers,119171,14200,40.77,84800,detailed,cross-industry,83.5,87.9,>65,,,,4.46,55.75,4.7,58.75,55.75,58.75,12.1,96.6,69,<0.5,>99.5,84.8,,18.1,21.9,,,48.2,51.8,17,6.2,<0.5,<5,<5,>90,88.2,<5,7.1,>99.5,>99.5,,<15,<15,>99.5,<5,<5,<5,10.3,<0.5,3.4,<0.5,<5,15.6,1,Funeral Managers,123.4,25.0878445,74.9121555,12.9467979,11.4454004,5.5792104,2.952653702,404
80,291292,29129X,2912XX,Dental hygienists,291292,211630,43.21,89890,detailed,cross-industry,71.5,26.5,>60,98,25.9,30.2,2.08,26,5.54,69.25,1,69.25,73.5,39.9,2,<0.5,59.7,<0.5,26.2,,56.2,7.9,79.7,27.1,72.9,2.7,73,<0.5,<0.5,<0.5,91.2,<0.5,<0.5,14.5,>99.5,>99.5,<0.5,<0.5,<5,>99.5,<0.5,6.2,<0.5,10.1,<0.5,60.1,<0.5,16.5,4.6,5,Dental Hygienists,43,38.7969170,61.2030830,3.7391078,9.6564265,5.2348390,2.244697573,140
76,292056,29205X,2920XX,Veterinary technologists and technicians,292056,122000,21.18,44040,detailed,cross-industry,>99.5,16.4,98.9,97.5,9.3,64,6.91,86.375,1.76,22,86.375,1,83.6,<50,2.5,<0.5,>75,36.9,92,,73.3,20.3,23.7,79.1,20.9,<15,58.1,<10,9.7,9.1,>99.5,4.4,<0.5,2.1,>99.5,>99.5,<0.5,<0.5,<0.5,>99.5,<0.5,<5,<0.5,10.1,<15,>50,<0.5,<15,22,3,Vet Techs,147.8,31.5563940,68.4436060,3.6942704,12.1598547,1.8571290,2.159226539,215
88,537081,53708X,5370XX,Refuse and recyclable material collectors,537081,135430,22.99,47810,detailed,cross-industry,94.9,4.5,94.9,,,,4.16,52,,,52,,95.5,,,<0.5,,>65,92.5,,,,92.5,46,54,<0.5,99.4,<0.5,,5.6,3.8,90.5,<0.5,<0.5,>99.5,93.9,<5,<0.5,<0.5,94.1,9.2,,,10.1,,,<0.5,<0.5,<0.5,3,Refuse Collectors,258.5,39.8643098,60.1356902,24.1316093,26.5141409,1.4152103,11.72560271,202
49,519199,51919X,5191XX,"Production workers, all other",519199,243500,19.9,41400,detailed,cross-industry,92.8,15.5,92.8,56.6,,,7.3,91.25,0.5,6.25,91.25,1,84.5,45.7,,,21.1,14.5,75.9,44,,2.9,,93.7,6.3,<0.5,87.7,<5,<0.5,,14.6,20.1,<0.5,<0.5,>99.5,>95,<0.5,,<0.5,,<15,34.8,4.6,10,,54.3,<0.5,<25,<0.5,5,Production Workers,566.8,29.6394436,70.3605564,14.6973865,27.3246217,3.2943604,12.24896836,126
100,195011,19501X,1950XX,Occupational health and safety specialists,195011,122300,41.14,85570,detailed,cross-industry,80,61.8,65.5,55,3.1,41.7,3.59,44.875,4.62,57.75,1,57.75,38.2,95.1,45,<0.5,>99.5,72.7,62.7,13.6,44.8,7.7,66.5,43.9,56.1,14.8,5.8,2.6,5.4,6.7,>99.5,67.1,25.7,44.6,>99.5,>99.5,1,11.5,10.5,>99.5,26.2,17.7,48.5,9.6,3.5,4.9,<0.5,13.7,39.4,3,Occupational Safety Specialists,64.2,20.8935930,79.1064070,9.6382907,13.8588956,3.5266162,4.102288771,213
52,517011,51701X,5170XX,Cabinetmakers and bench carpenters,517011,88460,21.45,44620,detailed,cross-industry,>85,<10,,80.3,,,7.61,95.125,0.52,6.5,95.125,1,>90,41,19.7,<0.5,,11.9,93.5,14.2,,27.2,,93.5,6.5,<0.5,98,<0.5,18.3,27.1,19.8,26.2,<0.5,<0.5,>99.5,>99.5,<0.5,<0.5,<0.5,85.4,13.6,89.6,15.3,9.5,6.9,59,<0.5,<0.5,<5,2,Cabinetmakers,134.9,9.4065474,90.5934526,3.7876445,18.3094028,1.1810618,10.67079007,263
69,519194,51919X,5191XX,Etchers and engravers,519194,8140,20.57,42780,detailed,cross-industry,91.2,20.4,>60,50.5,,,5.58,69.75,2.15,26.875,69.75,1,79.6,61,,<0.5,27.8,<0.5,34,<5,,4.5,17.3,72.3,27.7,<0.5,88.3,<0.5,<0.5,,77.4,<15,<0.5,<0.5,>99.5,>95,<0.5,<0.5,<0.5,79.2,<0.5,28.3,<0.5,9.5,22.9,39,<0.5,<25,<10,1,Etchers,151.2,29.6394436,70.3605564,3.2613689,14.7266881,7.3403767,7.606798346,441
94,292034,29203X,2920XX,Radiologic technologists and technicians,292034,221170,36.18,75250,detailed,cross-industry,96.3,28.5,94.3,82.7,,,,,,,,,71.5,45.2,17.3,<0.5,90.3,<0.5,74.6,78.1,,25,,,,,,<5,7.8,9.6,>99.5,2.2,<0.5,5.3,>99.5,>99.5,<0.5,<0.5,<0.5,>99.5,<0.5,1.9,<0.5,9.5,<0.5,54.8,,,,5,Radiologic Technicians,225.6,33.4728033,66.5271967,7.2855897,11.4505390,5.2833703,2.46472733,135
66,173024,17302X,1730XX,Electro-mechanical and mechatronics technologists and technicians,173024,15360,34.82,72430,detailed,cross-industry,75.8,30.7,>55,77.4,2.3,60.8,4.67,58.375,3.31,41.375,58.375,1,69.3,78.3,22.6,<0.5,89.3,8.3,70.5,13.8,63.1,,37.3,58.7,41.3,6.6,31.5,8.9,<40,,96.4,33.5,<35,26.9,>99.5,>99.5,<0.5,<0.5,<20,94.4,22,41.7,32.3,9.4,6.2,21.7,<0.5,6.8,30.7,1,Mechatronics Technicians,50.2,22.6388394,77.3611606,8.3622487,13.5857506,8.5827046,4.517105711,393
28,173023,17302X,1730XX,Electrical and electronic engineering technologists and technicians,173023,97420,35.79,74440,detailed,cross-industry,73.8,50.3,72.7,84.6,<5,,4.08,51,4.06,50.75,51,50.75,49.7,89.5,15.4,<0.5,89.9,31.5,50.7,0.9,45.6,25.6,22.3,49.4,50.6,7.3,25.5,10.9,20.8,17.9,96.6,22.1,16,25.6,>99.5,>99.5,<0.5,<0.5,<0.5,>99.5,14,12.4,19.5,9.4,<5,10.5,<0.5,21.2,22.8,2,Electrical Engineering Technicians,37.3,22.6388394,77.3611606,8.0220510,13.2475795,8.0984882,4.210997699,251
66,119021,11902X,1190XX,Construction managers,119021,329190,56.23,116960,detailed,cross-industry,53.9,67.9,50.5,49.7,,,3.46,43.25,4.88,61,1,61,32.1,99,50.3,<0.5,>99.5,87.5,39,5.9,29.7,4.7,86.9,41.2,58.8,22.4,2,4.1,5.7,4.5,94,87.8,17.8,28,>99.5,>99.5,<0.5,<25,<25,>99.5,38.5,19.6,44.8,9.2,9.5,1,<0.5,6.3,26.7,7,Construction Managers,95,11.4350549,88.5649451,4.0130530,14.3863187,2.3631796,6.305207607,99
30,292052,29205X,2920XX,Pharmacy technicians,292052,460280,20.83,43330,detailed,cross-industry,94.9,16.3,92.1,95.2,5.6,83.1,6.43,80.375,0.83,10.375,80.375,1,83.7,28.9,4.8,<0.5,98.6,<5,87.4,34.7,88.7,25.2,4.4,89,11,<0.5,95.5,<0.5,0.8,1.6,>99.5,4.2,<0.5,<0.5,>99.5,>99.5,<0.5,<0.5,<0.5,>99.5,<0.5,<0.5,<0.5,9,<0.5,71.1,<0.5,1.7,<10,10,Pharmacy Techs,72.8,31.5563940,68.4436060,12.9598278,15.7492576,9.0146416,4.138207682,69
98,254012,25401X,2540XX,Curators,254012,12510,34.07,70870,detailed,cross-industry,76.2,85.2,70.8,70.3,3.4,47.6,2.84,35.5,4.66,58.25,1,58.25,14.8,>80,29.7,<0.5,>90,28.5,58.5,8.9,51,3.3,42.1,38.3,61.7,15.3,3,<0.5,1.3,2,>99.5,39.6,35.6,62.1,>99.5,>99.5,14.2,7.6,<0.5,>99.5,16.7,<5,44.4,9,<0.5,<20,<0.5,10.2,27.1,1,Curators,24,13.5410552,86.4589448,4.4669491,7.9395616,3.2445636,3.635813411,416
33,373019,37301X,3730XX,"Grounds maintenance workers, all other",373019,11980,22.37,46540,detailed,cross-industry,>95,27.5,99,,<5,,6.11,76.375,1.32,16.5,76.375,1,72.5,87.7,,<0.5,73.7,,>99.5,,>85,,95.5,82.7,17.3,<0.5,96.1,<10,,,,95.5,<0.5,<0.5,>99.5,>99.5,4.3,<0.5,<0.5,95.6,,,,8.8,7.1,12.3,<0.5,<10,<0.5,1,Grounds Maintenance Workers,,21.7263798,78.2736202,5.1277457,22.5498979,1.3150822,10.04049163,419
29,537061,53706X,5370XX,Cleaners of vehicles and equipment,537061,365290,16.95,35250,detailed,cross-industry,>99.5,5.3,92.5,66.2,6.9,64.7,6.41,80.125,0.74,9.25,80.125,1,94.7,46.9,24.8,<0.5,27.3,82.9,>99.5,87.8,71.6,,73.7,89.7,10.3,<0.5,>99.5,3.6,25.7,32.1,15.4,63.8,<0.5,<0.5,>99.5,91,<0.5,0.9,<0.5,76.3,5.7,18.3,16,8.4,32.6,53.1,<0.5,<0.5,<0.5,8,Vehicle Cleaners,126.7,35.7222663,64.2777337,17.8954608,30.1924307,2.8444859,14.47408611,91
22,131041,13104X,1310XX,Compliance officers,131041,383620,38.55,80190,detailed,cross-industry,45.3,87.1,29.2,<45,2.2,10.7,,,,,,,12.9,98.1,62.4,<0.5,>95,26,20.5,12,12.9,5.5,36.8,,,,,3.9,4.9,3.7,>99.5,36.3,,64.9,>99.5,>99.5,<0.5,4.1,4.3,>99.5,6.6,<0.5,8.7,8.4,<5,1.9,<0.5,,,8,Compliance Officers,16.7,25.2584244,74.7415756,11.6547081,13.0583702,6.2128570,3.031652412,86
47,113051,11305X,1130XX,Industrial production managers,113051,222890,60.53,125900,detailed,cross-industry,49.1,82.7,39.4,<50,1.5,7.2,3.98,49.75,4.35,54.375,1,54.375,17.3,99.5,58.2,<0.5,98.6,14.2,19.6,9,8.7,5.6,18.9,48,52,35,<0.5,<0.5,3.7,4.2,98.8,17.9,12.1,59.4,>99.5,>99.5,<0.5,2.6,2.9,>99.5,3.9,11.6,4.7,8.3,<20,0.5,<0.5,<10,13.6,5,Production Managers,51.6,15.1951203,84.8048797,4.4275568,11.9732132,6.0855315,5.593895281,134
44,173029,17302X,1730XX,"Engineering technologists and technicians, except drafters, all other",173029,66200,36.2,75290,detailed,cross-industry,96.1,,>85,95.8,<0.5,76.9,4.41,55.125,3.6,45,55.125,1,,,4.2,<0.5,91.7,,,,76.9,<10,,55.1,44.9,2.9,5.9,<10,7.1,6.3,>99.5,,,7.9,>99.5,>99.5,<0.5,<10,<10,>99.5,,,<50,7.8,<5,,<0.5,,,2,Engineering Techs (Other),36.1,22.6388394,77.3611606,8.3622487,13.5857506,8.5827046,4.517105711,298
91,292031,29203X,2920XX,Cardiovascular technologists and technicians,292031,55660,33.79,70270,detailed,cross-industry,96.7,,93.1,91.2,,,,,,,,,,,8.8,<0.5,,<0.5,,,,,16.9,,,,,,,,>95,<5,<0.5,<5,>99.5,>99.5,<0.5,<15,<0.5,>99.5,<0.5,<15,<0.5,6.8,<0.5,,,,,2,Cardiovascular Techs,293.7,33.4728033,66.5271967,16.2055336,12.4038807,9.3927416,5.788717212,324
66,119121,11912X,1191XX,Natural sciences managers,119121,96520,81.31,169120,detailed,cross-industry,30.5,94.5,21.5,34.8,<5,<20,1.85,23.125,6.52,81.5,1,81.5,5.5,>95,65.2,<0.5,>80,19,3.3,8.3,<25,<0.5,23.6,22.6,77.4,28.9,<0.5,<0.5,<0.5,<0.5,>99.5,23.6,,77.2,>99.5,>99.5,<5,<0.5,<0.5,>99.5,<0.5,<5,<5,6.6,<0.5,<5,<0.5,<0.5,16.7,2,Natural Science Managers,123.4,25.1140290,74.8859710,7.6331286,8.3771291,10.7452669,4.672956373,252
45,252032,25203X,2520XX,"Career/technical education teachers, secondary school",252032,90070,*,70810,detailed,cross-industry,72.6,75.8,52.6,67.2,13.7,35.5,5.15,64.375,2.54,31.75,64.375,1,24.2,50.3,32.8,<0.5,>95,28.5,43.5,23.5,49.2,8.2,15.3,67.2,32.8,19.2,13,<5,<5,,>99.5,9.4,<0.5,76.9,>99.5,>99.5,9.2,3.8,6.7,>99.5,11.5,16.2,11.9,6.1,<5,49.7,<0.5,4.1,44.1,2,Secondary CTE Teachers,66.9,15.2699904,84.7300096,7.3392153,9.3040496,3.0157593,2.40042668,260
66,291051,29105X,2910XX,Pharmacists,291051,331700,64.81,134790,detailed,cross-industry,75.7,33.9,70.9,87.3,7.1,59.6,5.76,72,2.12,26.5,72,1,66.1,63,,<0.5,>95,<0.5,81.8,53.9,66.6,17.2,6.5,72.5,27.5,,,<0.5,0.7,2.2,>99.5,1.9,<0.5,21.8,>99.5,>90,<0.5,<0.5,<0.5,>99.5,<0.5,<0.5,<0.5,6,<0.5,37,,,,7,Pharmacists,47.4,32.3898292,67.6101708,6.8168574,5.0434260,20.9251667,3.601829161,98
42,412021,41202X,4120XX,Counter and rental clerks,412021,390300,20.02,41630,detailed,cross-industry,77.9,23.6,70,59.5,7.8,46.9,4.53,56.625,2.67,33.375,56.625,1,76.4,35.7,40.5,<0.5,94,52.1,57.5,19.4,54.7,22,27.8,65.1,34.9,1.2,95,<0.5,,5.2,88.9,23.6,<0.5,<5,>99.5,>99.5,<10,<0.5,<0.5,>99.5,<10,3.9,<10,5.9,2.4,64.3,<0.5,<10,<5,8,Counter Clerks,20.3,25.8578893,74.1421107,12.0064456,18.9755618,4.6053949,6.937650772,85
41,472171,47217X,4721XX,Reinforcing iron and rebar workers,472171,17400,28.99,60290,detailed,cross-industry,>99.5,<0.5,>99.5,81,<0.5,,8.49,106.125,,,106.125,,>99.5,25,,<0.5,,97.6,>80,31.3,>50,55.1,<20,98.6,,<5,98.5,,,,<0.5,<20,<0.5,<0.5,>99.5,>99.5,<0.5,<0.5,9.7,,,20.5,,5.9,,75,,<0.5,<0.5,1,Rebar Workers,178.3,15.7944828,84.2055172,6.9918853,19.7852311,1.8648273,7.216043082,385
77,331099,33109X,3310XX,"First-line supervisors of protective service workers, all other",331099,19620,32.63,67870,detailed,cross-industry,74.7,32.4,71.2,75.9,,,2.79,34.875,5,62.5,1,62.5,67.6,30.4,24.1,<0.5,>85,88.3,,25.9,14.6,,38.4,35.8,64.2,7.6,58.1,,,,89.6,37.2,<0.5,,>99.5,>99.5,45.2,<10,<0.5,>99.5,<10,<0.5,6.1,5.7,3.6,69.6,<0.5,7.4,12.4,1,Protective Service Supervisors,95.6,31.3994188,68.6005812,20.6313942,13.9942015,2.3582862,2.129455806,379
38,291141,29114X,2911XX,Registered nurses,291141,3175390,45.42,94480,detailed,cross-industry,93.3,19.4,88.8,82,9.4,60.4,6.23,77.875,2.66,33.25,77.875,1,80.6,29.4,18,<0.5,98.9,2.9,84.4,88.4,69.8,28.2,37.2,69.3,30.7,,,<0.5,5.2,11.1,96.8,11.9,2.8,49.7,>99.5,>99.5,<0.5,<0.5,<0.5,>99.5,<0.5,<0.5,<0.5,5.6,<0.5,70.6,<0.5,,,64,Registered Nurses,390.6,25.7802140,74.2197860,11.2053898,8.0997136,8.9949909,3.331680936,4
56,537062,53706X,5370XX,"Laborers and freight, stock, and material movers, hand",537062,3008300,19.12,39760,detailed,cross-industry,>95,1.5,98,47,0.9,65.9,7.03,87.875,0.57,7.125,87.875,1,98.5,24.5,36.6,<0.5,36.4,36.6,93.4,14.2,66.8,36.4,36.6,92.7,7.3,<0.5,98.5,7.1,12.4,18.9,17.3,29.8,<0.5,<0.5,>99.5,83.6,<0.5,3.4,<0.5,80.5,16,11.9,13.3,5.5,33.7,75.5,<5,1.2,<0.5,61,Laborers/material movers,289.8,35.7222663,64.2777337,19.6653869,22.1981618,3.1462701,8.373043393,5
61,172112,17211X,1721XX,Industrial engineers,172112,332870,49.59,103150,detailed,cross-industry,43.5,84,35.6,44.7,<0.5,11.1,2.56,32,5.54,69.25,1,69.25,16,>85,55.3,<0.5,>99.5,2.8,32.5,8.1,11.3,5.4,8,31.5,68.5,29.5,3.8,<5,1.7,2.3,>99.5,7.2,11.9,94.9,>99.5,>99.5,<0.5,4.1,1.7,>99.5,3.4,14.8,7,5.4,<15,<15,<0.5,1.6,22.3,7,Industrial Engineers,8.2,21.9977908,78.0022092,4.6909983,9.5260654,12.0599249,7.970511315,97
14,172071,17207X,1720XX,Electrical engineers,172071,185430,56.58,117680,detailed,cross-industry,62.4,87.2,59.9,69.2,2.5,30.1,1.88,23.5,6.22,77.75,1,77.75,12.8,>99.5,30.8,<0.5,>99.5,25.1,28.8,<0.5,32.7,4.3,31.3,23.2,76.8,25.3,4,<5,4.2,,>99.5,31.1,45.1,91.9,>99.5,>99.5,<0.5,<5,1.4,>99.5,5,9.7,10.3,5.2,4.1,<0.5,<0.5,6,10.8,4,Electrical Engineers,6,28.3451280,71.6548720,5.0720632,8.4284630,17.1493080,10.17776031,155
56,172141,17214X,1721XX,Mechanical engineers,172141,281290,50.59,105220,detailed,cross-industry,38.9,96.4,34.7,40.1,1.6,9.2,1.57,19.625,6.51,81.375,1,81.375,3.6,98.9,59.9,<0.5,98.8,8.6,14.6,1.8,10.7,3.9,19.1,19.5,80.5,22,<10,<0.5,2.3,<5,>99.5,18.9,26,96.3,>99.5,>99.5,<0.5,<5,0.6,>99.5,5.7,9.6,6.8,4.9,<5,1.1,<0.5,<30,12.9,6,Mechanical Engineers,8.9,21.3091771,78.6908229,3.9957886,7.7767868,12.0572915,9.09508304,115
95,513092,51309X,5130XX,Food batchmakers,513092,169190,19.66,40890,detailed,cross-industry,88.2,<10,88.2,51.6,,,7.49,93.625,0.93,11.625,93.625,1,>90,20.8,,<0.5,9.7,1.6,75.6,67.4,35.6,19.1,30.6,88.8,11.2,<0.5,92.1,<0.5,<0.5,15.2,39.3,24.6,<0.5,<0.5,>99.5,>90,<0.5,29.3,19.2,76.2,28,48.9,9.4,4.7,15.8,79.2,<0.5,4.1,<15,4,Food Batchmakers,88.8,23.2878003,76.7121997,13.2245405,26.8708909,5.0088890,13.79897357,171
59,537051,53705X,5370XX,Industrial truck and tractor operators,537051,778920,21.98,45720,detailed,cross-industry,89.6,2.7,87.4,55.3,1.2,48.2,4.28,53.5,3.98,49.75,53.5,1,97.3,44.7,43.6,<0.5,27.5,37.8,76.1,8.8,49.4,24.1,97.5,51.9,48.1,<0.5,99.2,<5,14,18.4,31.5,>99.5,<0.5,<0.5,>99.5,98.9,<0.5,20.5,5.7,80.3,6.1,11.4,11.9,4.7,15.9,55.3,<0.5,<0.5,<0.5,16,Industrial Truck Operators,118.3,41.8478790,58.1521210,25.1793297,27.2611465,1.8064402,10.29686078,40
90,372012,37201X,3720XX,Maids and housekeeping cleaners,372012,836230,16.66,34650,detailed,cross-industry,98.8,2.4,92,70,25,67,6.88,86,0.29,3.625,86,1,97.6,75.2,27.5,<0.5,38.5,36.2,>99.5,82.3,92,<40,20,95.7,4.3,<0.5,>99.5,4.4,14.4,15.7,5.9,7.2,<0.5,<0.5,>99.5,97.6,<5,<0.5,<0.5,74.5,1.8,<5,2.8,4.6,<0.5,24.8,<0.5,<0.5,<0.5,17,Housekeepers,415,42.9682221,57.0317779,15.9899128,43.2205101,4.1066915,29.7000585,38
38,395094,39509X,3950XX,Skincare specialists,395094,65270,24.57,51100,detailed,cross-industry,>60,,,70.1,,,4.93,61.625,2.26,28.25,61.625,1,,,,,,<20,,,11.5,19.1,10.9,67.9,32.1,<0.5,86.7,<0.5,<0.5,<0.5,,<10,<0.5,<0.5,>99.5,>99.5,<0.5,<10,<5,>99.5,<0.5,<0.5,<0.5,4.5,,,<0.5,7.2,5.3,2,Skincare Specialists,2.1,84.8933055,15.1066945,6.1889283,17.8830783,8.8101331,6.568326203,299
